firstAuthor	accessionId	publicationDate	journal	title	reportedTrait	efoTraits	bgTraits	discoverySampleAncestry	"replicationSampleAncestry"	associationCount	summaryStatistics	ssApiFlag	agreedToCc0	genotypingTechnologies	pubmedId	initialSampleDescription	"replicateSampleDescription"
"Panyard DJ"	GCST90026012	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Asparagine levels"	"asparagine measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026012"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026013	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Glycine levels"	"glycine measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026013"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026014	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Proline levels"	"proline measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026014"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026015	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Ornithine levels"	"ornithine measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026015"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026016	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Citrulline levels"	"citrulline measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026016"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026017	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Acetoacetate levels"	"acetoacetate measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026017"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026018	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Sphingomyelin (d18:1/14:0, d16:1/16:0) levels"	"sphingomyelin measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026018"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026019	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Sphingomyelin (d18:1/18:1, d18:2/18:0) levels"	"sphingomyelin measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026019"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026020	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Sphingomyelin (d18:1/20:0, d16:1/22:0) levels"	"sphingomyelin measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026020"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026021	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Sphingomyelin (d18:1/20:1, d18:2/20:0) levels"	"sphingomyelin measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026021"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026022	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1) levels"	"sphingomyelin measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026022"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026023	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Sphingomyelin (d18:1/24:1, d18:2/24:0) levels"	"sphingomyelin measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026023"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026024	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Sphingomyelin (d18:2/16:0, d18:1/16:1) levels"	"sphingomyelin measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026024"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026025	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Sphingomyelin (d18:2/24:1, d18:1/24:2) levels"	"sphingomyelin measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026025"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026026	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Allantoin levels"	"allantoin measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026026"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026027	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Alpha-ketoglutarate levels"	"Alpha ketoglutarate measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026027"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026028	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Dimethylglycine levels"	"dimethylglycine measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026028"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026029	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Glucuronate levels"	"glucuronate measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026029"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026030	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Glycerol 3-phosphate levels"	"glycerol-3-phosphate measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026030"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026031	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Hypoxanthine levels"	"hypoxanthine mesurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026031"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026032	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"3-indoxyl sulfate levels"	"indoxyl sulfate measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026032"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026033	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Inosine levels"	"inosine measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026033"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026034	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Malate levels"	"malate measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026034"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026035	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Taurine levels"	"taurine measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026035"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026036	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Uridine levels"	"uridine measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026036"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026037	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Xanthine levels"	"xanthine measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026037"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026038	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Phosphate levels"	"phosphate measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026038"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026039	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"3-hydroxyisobutyrate levels"	"3-hydroxyisobutyrate measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026039"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026040	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"5-oxoproline levels"	"5-oxoproline measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026040"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026041	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"P-cresol sulfate levels"	"p-cresol sulfate measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026041"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026042	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"(N(1) + N(8))-acetylspermidine levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026042"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026043	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"1,2-dipalmitoyl-gpc (16:0/16:0) levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026043"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026044	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"1-(1-enyl-palmitoyl)-2-arachidonoyl-gpc (p-16:0/20:4) levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026044"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026045	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"1-(1-enyl-palmitoyl)-2-oleoyl-gpc (p-16:0/18:1) levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026045"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026046	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"1-arachidonoyl-gpc (20:4n6) levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026046"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026047	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"1-linoleoyl-gpc (18:2) levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026047"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026048	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"1-methylhistidine levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026048"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026049	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"1-methylnicotinamide levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026049"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026050	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"1-myristoyl-2-palmitoyl-gpc (14:0/16:0) levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026050"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026051	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"1-oleoyl-GPC (18:1) levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026051"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026315	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"X-23308 levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026315"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026316	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Ethyl beta-glucopyranoside levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026316"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026317	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"X-23587 levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026317"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026318	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"X-23590 levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026318"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026319	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"X-23593 levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026319"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026320	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"X-23639 levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026320"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026321	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"X-23644 levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026321"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026322	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"X-23652 levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026322"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026323	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"X-23739 levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026323"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026324	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"X-24228 levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026324"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026325	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"X-24295 levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026325"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026326	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"3-(3-amino-3-carboxypropyl)uridine levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026326"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026327	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"X-24337 levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026327"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026328	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"X-24431 levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026328"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026329	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"X-24452 levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026329"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026330	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"X-24686 levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026330"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026331	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"X-24699 levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026331"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026332	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"3-amino-2-piperidone levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026332"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026333	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"X-24813 levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026333"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026334	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"X-24952 levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026334"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026335	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"X-25109 levels"	"metabolite measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026335"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90026336	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"N6-methyllysine levels"	"metabolite measurement"	-	"291 European"		1	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026336"	no	no	"Genome-wide genotyping array"	33437055		NA
"Panyard DJ"	GCST90025999	2021-01-12	"Commun Biol"	"Cerebrospinal fluid metabolomics identifies 19 brain-related phenotype associations."	"Glucose levels"	"glucose measurement"	-	"291 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90025001-GCST90026000/GCST90025999"	no	no	"Genome-wide genotyping array"	33437055		NA
